Category	Field	Description
ECONOMIC	ECONOMIC-HC01_VC146	Estimate; HEALTH INSURANCE COVERAGE - In labor force: - Unemployed: - With health insurance coverage - With public coverage
ECONOMIC	ECONOMIC-HC02_VC146	Margin of Error; HEALTH INSURANCE COVERAGE - In labor force: - Unemployed: - With health insurance coverage - With public coverage
ECONOMIC	ECONOMIC-HC03_VC146	Percent; HEALTH INSURANCE COVERAGE - In labor force: - Unemployed: - With health insurance coverage - With public coverage
ECONOMIC	ECONOMIC-HC04_VC146	Percent Margin of Error; HEALTH INSURANCE COVERAGE - In labor force: - Unemployed: - With health insurance coverage - With public coverage
ECONOMIC	ECONOMIC-HC01_VC147	Estimate; HEALTH INSURANCE COVERAGE - In labor force: - Unemployed: - No health insurance coverage
ECONOMIC	ECONOMIC-HC02_VC147	Margin of Error; HEALTH INSURANCE COVERAGE - In labor force: - Unemployed: - No health insurance coverage
ECONOMIC	ECONOMIC-HC03_VC147	Percent; HEALTH INSURANCE COVERAGE - In labor force: - Unemployed: - No health insurance coverage
ECONOMIC	ECONOMIC-HC04_VC147	Percent Margin of Error; HEALTH INSURANCE COVERAGE - In labor force: - Unemployed: - No health insurance coverage
ECONOMIC	ECONOMIC-HC01_VC148	Estimate; HEALTH INSURANCE COVERAGE - Not in labor force:
ECONOMIC	ECONOMIC-HC02_VC148	Margin of Error; HEALTH INSURANCE COVERAGE - Not in labor force:
ECONOMIC	ECONOMIC-HC03_VC148	Percent; HEALTH INSURANCE COVERAGE - Not in labor force:
ECONOMIC	ECONOMIC-HC01_VC150	Estimate; HEALTH INSURANCE COVERAGE - Not in labor force: - With health insurance coverage
ECONOMIC	ECONOMIC-HC02_VC150	Margin of Error; HEALTH INSURANCE COVERAGE - Not in labor force: - With health insurance coverage
ECONOMIC	ECONOMIC-HC03_VC150	Percent; HEALTH INSURANCE COVERAGE - Not in labor force: - With health insurance coverage
ECONOMIC	ECONOMIC-HC04_VC150	Percent Margin of Error; HEALTH INSURANCE COVERAGE - Not in labor force: - With health insurance coverage
ECONOMIC	ECONOMIC-HC01_VC151	Estimate; HEALTH INSURANCE COVERAGE - Not in labor force: - With health insurance coverage - With private health insurance
ECONOMIC	ECONOMIC-HC02_VC151	Margin of Error; HEALTH INSURANCE COVERAGE - Not in labor force: - With health insurance coverage - With private health insurance
ECONOMIC	ECONOMIC-HC03_VC151	Percent; HEALTH INSURANCE COVERAGE - Not in labor force: - With health insurance coverage - With private health insurance
ECONOMIC	ECONOMIC-HC04_VC151	Percent Margin of Error; HEALTH INSURANCE COVERAGE - Not in labor force: - With health insurance coverage - With private health insurance
ECONOMIC	ECONOMIC-HC01_VC152	Estimate; HEALTH INSURANCE COVERAGE - Not in labor force: - With health insurance coverage - With public coverage
ECONOMIC	ECONOMIC-HC02_VC152	Margin of Error; HEALTH INSURANCE COVERAGE - Not in labor force: - With health insurance coverage - With public coverage
ECONOMIC	ECONOMIC-HC03_VC152	Percent; HEALTH INSURANCE COVERAGE - Not in labor force: - With health insurance coverage - With public coverage
ECONOMIC	ECONOMIC-HC04_VC152	Percent Margin of Error; HEALTH INSURANCE COVERAGE - Not in labor force: - With health insurance coverage - With public coverage
ECONOMIC	ECONOMIC-HC01_VC153	Estimate; HEALTH INSURANCE COVERAGE - Not in labor force: - No health insurance coverage
ECONOMIC	ECONOMIC-HC02_VC153	Margin of Error; HEALTH INSURANCE COVERAGE - Not in labor force: - No health insurance coverage
ECONOMIC	ECONOMIC-HC03_VC153	Percent; HEALTH INSURANCE COVERAGE - Not in labor force: - No health insurance coverage
ECONOMIC	ECONOMIC-HC04_VC153	Percent Margin of Error; HEALTH INSURANCE COVERAGE - Not in labor force: - No health insurance coverage
ECONOMIC	ECONOMIC-HC03_VC156	Percent; PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL - All families
ECONOMIC	ECONOMIC-HC04_VC156	Percent Margin of Error; PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL - All families
ECONOMIC	ECONOMIC-HC03_VC157	Percent; PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL - All families - With related children under 18 years
ECONOMIC	ECONOMIC-HC04_VC157	Percent Margin of Error; PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL - All families - With related children under 18 years
ECONOMIC	ECONOMIC-HC03_VC158	Percent; PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL - All families - With related children under 18 years - With related children under 5 years only
ECONOMIC	ECONOMIC-HC04_VC158	Percent Margin of Error; PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL - All families - With related children under 18 years - With related children under 5 years only
ECONOMIC	ECONOMIC-HC03_VC159	Percent; PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL - Married couple families
ECONOMIC	ECONOMIC-HC04_VC159	Percent Margin of Error; PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL - Married couple families
ECONOMIC	ECONOMIC-HC03_VC160	Percent; PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL - Married couple families - With related children under 18 years
ECONOMIC	ECONOMIC-HC04_VC160	Percent Margin of Error; PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL - Married couple families - With related children under 18 years
ECONOMIC	ECONOMIC-HC03_VC161	Percent; PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL - Married couple families - With related children under 18 years - With related children under 5 years only
ECONOMIC	ECONOMIC-HC04_VC161	Percent Margin of Error; PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL - Married couple families - With related children under 18 years - With related children under 5 years only
ECONOMIC	ECONOMIC-HC03_VC162	"Percent; PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL - Families with female householder, no husband present"
ECONOMIC	ECONOMIC-HC04_VC162	"Percent Margin of Error; PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL - Families with female householder, no husband present"
ECONOMIC	ECONOMIC-HC03_VC163	"Percent; PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL - Families with female householder, no husband present - With related children under 18 years"
ECONOMIC	ECONOMIC-HC04_VC163	"Percent Margin of Error; PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL - Families with female householder, no husband present - With related children under 18 years"
ECONOMIC	ECONOMIC-HC03_VC164	"Percent; PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL - Families with female householder, no husband present - With related children under 18 years - With related children under 5 years only"
ECONOMIC	ECONOMIC-HC04_VC164	"Percent Margin of Error; PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL - Families with female householder, no husband present - With related children under 18 years - With related children under 5 years only"
ECONOMIC	ECONOMIC-HC03_VC166	Percent; PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL - All people
ECONOMIC	ECONOMIC-HC04_VC166	Percent Margin of Error; PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL - All people
ECONOMIC	ECONOMIC-HC03_VC167	Percent; PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL - Under 18 years
ECONOMIC	ECONOMIC-HC04_VC167	Percent Margin of Error; PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL - Under 18 years
ECONOMIC	ECONOMIC-HC03_VC168	Percent; PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL - Under 18 years - Related children under 18 years
ECONOMIC	ECONOMIC-HC04_VC168	Percent Margin of Error; PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL - Under 18 years - Related children under 18 years
ECONOMIC	ECONOMIC-HC03_VC169	Percent; PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL - Under 18 years - Related children under 18 years - Related children under 5 years
ECONOMIC	ECONOMIC-HC04_VC169	Percent Margin of Error; PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL - Under 18 years - Related children under 18 years - Related children under 5 years
ECONOMIC	ECONOMIC-HC03_VC170	Percent; PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL - Under 18 years - Related children under 18 years - Related children 5 to 17 years
ECONOMIC	ECONOMIC-HC04_VC170	Percent Margin of Error; PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL - Under 18 years - Related children under 18 years - Related children 5 to 17 years
ECONOMIC	ECONOMIC-HC03_VC171	Percent; PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL - 18 years and over
ECONOMIC	ECONOMIC-HC04_VC171	Percent Margin of Error; PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL - 18 years and over
ECONOMIC	ECONOMIC-HC03_VC172	Percent; PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL - 18 years and over - 18 to 64 years
ECONOMIC	ECONOMIC-HC04_VC172	Percent Margin of Error; PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL - 18 years and over - 18 to 64 years
ECONOMIC	ECONOMIC-HC03_VC173	Percent; PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL - 18 years and over - 65 years and over
ECONOMIC	ECONOMIC-HC04_VC173	Percent Margin of Error; PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL - 18 years and over - 65 years and over
ECONOMIC	ECONOMIC-HC03_VC174	Percent; PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL - People in families
ECONOMIC	ECONOMIC-HC04_VC174	Percent Margin of Error; PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL - People in families
ECONOMIC	ECONOMIC-HC03_VC175	Percent; PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL - Unrelated individuals 15 years and over
ECONOMIC	ECONOMIC-HC04_VC175	Percent Margin of Error; PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL - Unrelated individuals 15 years and over
HOUSING	HOUSING-HC01_VC03	Estimate; HOUSING OCCUPANCY - Total housing units
HOUSING	HOUSING-HC02_VC03	Margin of Error; HOUSING OCCUPANCY - Total housing units
HOUSING	HOUSING-HC03_VC03	Percent; HOUSING OCCUPANCY - Total housing units
HOUSING	HOUSING-HC01_VC04	Estimate; HOUSING OCCUPANCY - Occupied housing units
HOUSING	HOUSING-HC02_VC04	Margin of Error; HOUSING OCCUPANCY - Occupied housing units
HOUSING	HOUSING-HC03_VC04	Percent; HOUSING OCCUPANCY - Occupied housing units
HOUSING	HOUSING-HC04_VC04	Percent Margin of Error; HOUSING OCCUPANCY - Occupied housing units
HOUSING	HOUSING-HC01_VC05	Estimate; HOUSING OCCUPANCY - Vacant housing units
HOUSING	HOUSING-HC02_VC05	Margin of Error; HOUSING OCCUPANCY - Vacant housing units
HOUSING	HOUSING-HC03_VC05	Percent; HOUSING OCCUPANCY - Vacant housing units
HOUSING	HOUSING-HC04_VC05	Percent Margin of Error; HOUSING OCCUPANCY - Vacant housing units
HOUSING	HOUSING-HC01_VC07	Estimate; HOUSING OCCUPANCY - Homeowner vacancy rate
HOUSING	HOUSING-HC02_VC07	Margin of Error; HOUSING OCCUPANCY - Homeowner vacancy rate
HOUSING	HOUSING-HC01_VC08	Estimate; HOUSING OCCUPANCY - Rental vacancy rate
HOUSING	HOUSING-HC02_VC08	Margin of Error; HOUSING OCCUPANCY - Rental vacancy rate
HOUSING	HOUSING-HC01_VC12	Estimate; UNITS IN STRUCTURE - Total housing units
HOUSING	HOUSING-HC02_VC12	Margin of Error; UNITS IN STRUCTURE - Total housing units
HOUSING	HOUSING-HC03_VC12	Percent; UNITS IN STRUCTURE - Total housing units
HOUSING	HOUSING-HC01_VC13	"Estimate; UNITS IN STRUCTURE - 1-unit, detached"
HOUSING	HOUSING-HC02_VC13	"Margin of Error; UNITS IN STRUCTURE - 1-unit, detached"
HOUSING	HOUSING-HC03_VC13	"Percent; UNITS IN STRUCTURE - 1-unit, detached"
HOUSING	HOUSING-HC04_VC13	"Percent Margin of Error; UNITS IN STRUCTURE - 1-unit, detached"
HOUSING	HOUSING-HC01_VC14	"Estimate; UNITS IN STRUCTURE - 1-unit, attached"
HOUSING	HOUSING-HC02_VC14	"Margin of Error; UNITS IN STRUCTURE - 1-unit, attached"
HOUSING	HOUSING-HC03_VC14	"Percent; UNITS IN STRUCTURE - 1-unit, attached"
HOUSING	HOUSING-HC04_VC14	"Percent Margin of Error; UNITS IN STRUCTURE - 1-unit, attached"
HOUSING	HOUSING-HC01_VC15	Estimate; UNITS IN STRUCTURE - 2 units
HOUSING	HOUSING-HC02_VC15	Margin of Error; UNITS IN STRUCTURE - 2 units
HOUSING	HOUSING-HC03_VC15	Percent; UNITS IN STRUCTURE - 2 units
HOUSING	HOUSING-HC04_VC15	Percent Margin of Error; UNITS IN STRUCTURE - 2 units
HOUSING	HOUSING-HC01_VC16	Estimate; UNITS IN STRUCTURE - 3 or 4 units
HOUSING	HOUSING-HC02_VC16	Margin of Error; UNITS IN STRUCTURE - 3 or 4 units
HOUSING	HOUSING-HC03_VC16	Percent; UNITS IN STRUCTURE - 3 or 4 units
HOUSING	HOUSING-HC04_VC16	Percent Margin of Error; UNITS IN STRUCTURE - 3 or 4 units
HOUSING	HOUSING-HC01_VC17	Estimate; UNITS IN STRUCTURE - 5 to 9 units
HOUSING	HOUSING-HC02_VC17	Margin of Error; UNITS IN STRUCTURE - 5 to 9 units
HOUSING	HOUSING-HC03_VC17	Percent; UNITS IN STRUCTURE - 5 to 9 units
HOUSING	HOUSING-HC04_VC17	Percent Margin of Error; UNITS IN STRUCTURE - 5 to 9 units
HOUSING	HOUSING-HC01_VC18	Estimate; UNITS IN STRUCTURE - 10 to 19 units
HOUSING	HOUSING-HC02_VC18	Margin of Error; UNITS IN STRUCTURE - 10 to 19 units
HOUSING	HOUSING-HC03_VC18	Percent; UNITS IN STRUCTURE - 10 to 19 units
HOUSING	HOUSING-HC04_VC18	Percent Margin of Error; UNITS IN STRUCTURE - 10 to 19 units
HOUSING	HOUSING-HC01_VC19	Estimate; UNITS IN STRUCTURE - 20 or more units
HOUSING	HOUSING-HC02_VC19	Margin of Error; UNITS IN STRUCTURE - 20 or more units
HOUSING	HOUSING-HC03_VC19	Percent; UNITS IN STRUCTURE - 20 or more units
HOUSING	HOUSING-HC04_VC19	Percent Margin of Error; UNITS IN STRUCTURE - 20 or more units
HOUSING	HOUSING-HC01_VC20	Estimate; UNITS IN STRUCTURE - Mobile home
HOUSING	HOUSING-HC02_VC20	Margin of Error; UNITS IN STRUCTURE - Mobile home
HOUSING	HOUSING-HC03_VC20	Percent; UNITS IN STRUCTURE - Mobile home
HOUSING	HOUSING-HC04_VC20	Percent Margin of Error; UNITS IN STRUCTURE - Mobile home
HOUSING	HOUSING-HC01_VC21	"Estimate; UNITS IN STRUCTURE - Boat, RV, van, etc."
HOUSING	HOUSING-HC02_VC21	"Margin of Error; UNITS IN STRUCTURE - Boat, RV, van, etc."
HOUSING	HOUSING-HC03_VC21	"Percent; UNITS IN STRUCTURE - Boat, RV, van, etc."
HOUSING	HOUSING-HC04_VC21	"Percent Margin of Error; UNITS IN STRUCTURE - Boat, RV, van, etc."
HOUSING	HOUSING-HC01_VC25	Estimate; YEAR STRUCTURE BUILT - Total housing units
HOUSING	HOUSING-HC02_VC25	Margin of Error; YEAR STRUCTURE BUILT - Total housing units
HOUSING	HOUSING-HC03_VC25	Percent; YEAR STRUCTURE BUILT - Total housing units
HOUSING	HOUSING-HC01_VC26	Estimate; YEAR STRUCTURE BUILT - Built 2010 or later
HOUSING	HOUSING-HC02_VC26	Margin of Error; YEAR STRUCTURE BUILT - Built 2010 or later
HOUSING	HOUSING-HC03_VC26	Percent; YEAR STRUCTURE BUILT - Built 2010 or later
HOUSING	HOUSING-HC04_VC26	Percent Margin of Error; YEAR STRUCTURE BUILT - Built 2010 or later
HOUSING	HOUSING-HC01_VC27	Estimate; YEAR STRUCTURE BUILT - Built 2000 to 2009
HOUSING	HOUSING-HC02_VC27	Margin of Error; YEAR STRUCTURE BUILT - Built 2000 to 2009
HOUSING	HOUSING-HC03_VC27	Percent; YEAR STRUCTURE BUILT - Built 2000 to 2009
HOUSING	HOUSING-HC04_VC27	Percent Margin of Error; YEAR STRUCTURE BUILT - Built 2000 to 2009
HOUSING	HOUSING-HC01_VC28	Estimate; YEAR STRUCTURE BUILT - Built 1990 to 1999
HOUSING	HOUSING-HC02_VC28	Margin of Error; YEAR STRUCTURE BUILT - Built 1990 to 1999
HOUSING	HOUSING-HC03_VC28	Percent; YEAR STRUCTURE BUILT - Built 1990 to 1999
HOUSING	HOUSING-HC04_VC28	Percent Margin of Error; YEAR STRUCTURE BUILT - Built 1990 to 1999
HOUSING	HOUSING-HC01_VC29	Estimate; YEAR STRUCTURE BUILT - Built 1980 to 1989
HOUSING	HOUSING-HC02_VC29	Margin of Error; YEAR STRUCTURE BUILT - Built 1980 to 1989
HOUSING	HOUSING-HC03_VC29	Percent; YEAR STRUCTURE BUILT - Built 1980 to 1989
HOUSING	HOUSING-HC04_VC29	Percent Margin of Error; YEAR STRUCTURE BUILT - Built 1980 to 1989
HOUSING	HOUSING-HC01_VC30	Estimate; YEAR STRUCTURE BUILT - Built 1970 to 1979
HOUSING	HOUSING-HC02_VC30	Margin of Error; YEAR STRUCTURE BUILT - Built 1970 to 1979
HOUSING	HOUSING-HC03_VC30	Percent; YEAR STRUCTURE BUILT - Built 1970 to 1979
HOUSING	HOUSING-HC04_VC30	Percent Margin of Error; YEAR STRUCTURE BUILT - Built 1970 to 1979
HOUSING	HOUSING-HC01_VC31	Estimate; YEAR STRUCTURE BUILT - Built 1960 to 1969
HOUSING	HOUSING-HC02_VC31	Margin of Error; YEAR STRUCTURE BUILT - Built 1960 to 1969
HOUSING	HOUSING-HC03_VC31	Percent; YEAR STRUCTURE BUILT - Built 1960 to 1969
HOUSING	HOUSING-HC04_VC31	Percent Margin of Error; YEAR STRUCTURE BUILT - Built 1960 to 1969
HOUSING	HOUSING-HC01_VC32	Estimate; YEAR STRUCTURE BUILT - Built 1950 to 1959
HOUSING	HOUSING-HC02_VC32	Margin of Error; YEAR STRUCTURE BUILT - Built 1950 to 1959
HOUSING	HOUSING-HC03_VC32	Percent; YEAR STRUCTURE BUILT - Built 1950 to 1959
HOUSING	HOUSING-HC04_VC32	Percent Margin of Error; YEAR STRUCTURE BUILT - Built 1950 to 1959
HOUSING	HOUSING-HC01_VC33	Estimate; YEAR STRUCTURE BUILT - Built 1940 to 1949
HOUSING	HOUSING-HC02_VC33	Margin of Error; YEAR STRUCTURE BUILT - Built 1940 to 1949
HOUSING	HOUSING-HC03_VC33	Percent; YEAR STRUCTURE BUILT - Built 1940 to 1949
HOUSING	HOUSING-HC04_VC33	Percent Margin of Error; YEAR STRUCTURE BUILT - Built 1940 to 1949
HOUSING	HOUSING-HC01_VC34	Estimate; YEAR STRUCTURE BUILT - Built 1939 or earlier
HOUSING	HOUSING-HC02_VC34	Margin of Error; YEAR STRUCTURE BUILT - Built 1939 or earlier
HOUSING	HOUSING-HC03_VC34	Percent; YEAR STRUCTURE BUILT - Built 1939 or earlier
HOUSING	HOUSING-HC04_VC34	Percent Margin of Error; YEAR STRUCTURE BUILT - Built 1939 or earlier
HOUSING	HOUSING-HC01_VC38	Estimate; ROOMS - Total housing units
HOUSING	HOUSING-HC02_VC38	Margin of Error; ROOMS - Total housing units
HOUSING	HOUSING-HC03_VC38	Percent; ROOMS - Total housing units
HOUSING	HOUSING-HC01_VC39	Estimate; ROOMS - 1 room
HOUSING	HOUSING-HC02_VC39	Margin of Error; ROOMS - 1 room
HOUSING	HOUSING-HC03_VC39	Percent; ROOMS - 1 room
HOUSING	HOUSING-HC04_VC39	Percent Margin of Error; ROOMS - 1 room
HOUSING	HOUSING-HC01_VC40	Estimate; ROOMS - 2 rooms
HOUSING	HOUSING-HC02_VC40	Margin of Error; ROOMS - 2 rooms
HOUSING	HOUSING-HC03_VC40	Percent; ROOMS - 2 rooms
HOUSING	HOUSING-HC04_VC40	Percent Margin of Error; ROOMS - 2 rooms
HOUSING	HOUSING-HC01_VC41	Estimate; ROOMS - 3 rooms
HOUSING	HOUSING-HC02_VC41	Margin of Error; ROOMS - 3 rooms
HOUSING	HOUSING-HC03_VC41	Percent; ROOMS - 3 rooms
HOUSING	HOUSING-HC04_VC41	Percent Margin of Error; ROOMS - 3 rooms
HOUSING	HOUSING-HC01_VC42	Estimate; ROOMS - 4 rooms
HOUSING	HOUSING-HC02_VC42	Margin of Error; ROOMS - 4 rooms
HOUSING	HOUSING-HC03_VC42	Percent; ROOMS - 4 rooms
HOUSING	HOUSING-HC04_VC42	Percent Margin of Error; ROOMS - 4 rooms
HOUSING	HOUSING-HC01_VC43	Estimate; ROOMS - 5 rooms
HOUSING	HOUSING-HC02_VC43	Margin of Error; ROOMS - 5 rooms
HOUSING	HOUSING-HC03_VC43	Percent; ROOMS - 5 rooms
HOUSING	HOUSING-HC04_VC43	Percent Margin of Error; ROOMS - 5 rooms
HOUSING	HOUSING-HC01_VC44	Estimate; ROOMS - 6 rooms
HOUSING	HOUSING-HC02_VC44	Margin of Error; ROOMS - 6 rooms
HOUSING	HOUSING-HC03_VC44	Percent; ROOMS - 6 rooms
HOUSING	HOUSING-HC04_VC44	Percent Margin of Error; ROOMS - 6 rooms
HOUSING	HOUSING-HC01_VC45	Estimate; ROOMS - 7 rooms
HOUSING	HOUSING-HC02_VC45	Margin of Error; ROOMS - 7 rooms
HOUSING	HOUSING-HC03_VC45	Percent; ROOMS - 7 rooms
HOUSING	HOUSING-HC04_VC45	Percent Margin of Error; ROOMS - 7 rooms
HOUSING	HOUSING-HC01_VC46	Estimate; ROOMS - 8 rooms
HOUSING	HOUSING-HC02_VC46	Margin of Error; ROOMS - 8 rooms
HOUSING	HOUSING-HC03_VC46	Percent; ROOMS - 8 rooms
HOUSING	HOUSING-HC04_VC46	Percent Margin of Error; ROOMS - 8 rooms
HOUSING	HOUSING-HC01_VC47	Estimate; ROOMS - 9 rooms or more
HOUSING	HOUSING-HC02_VC47	Margin of Error; ROOMS - 9 rooms or more
HOUSING	HOUSING-HC03_VC47	Percent; ROOMS - 9 rooms or more
HOUSING	HOUSING-HC04_VC47	Percent Margin of Error; ROOMS - 9 rooms or more
HOUSING	HOUSING-HC01_VC48	Estimate; ROOMS - Median rooms
HOUSING	HOUSING-HC02_VC48	Margin of Error; ROOMS - Median rooms
HOUSING	HOUSING-HC01_VC52	Estimate; BEDROOMS - Total housing units
HOUSING	HOUSING-HC02_VC52	Margin of Error; BEDROOMS - Total housing units
HOUSING	HOUSING-HC03_VC52	Percent; BEDROOMS - Total housing units
HOUSING	HOUSING-HC01_VC53	Estimate; BEDROOMS - No bedroom
HOUSING	HOUSING-HC02_VC53	Margin of Error; BEDROOMS - No bedroom
HOUSING	HOUSING-HC03_VC53	Percent; BEDROOMS - No bedroom
HOUSING	HOUSING-HC04_VC53	Percent Margin of Error; BEDROOMS - No bedroom
HOUSING	HOUSING-HC01_VC54	Estimate; BEDROOMS - 1 bedroom
HOUSING	HOUSING-HC02_VC54	Margin of Error; BEDROOMS - 1 bedroom
HOUSING	HOUSING-HC03_VC54	Percent; BEDROOMS - 1 bedroom
HOUSING	HOUSING-HC04_VC54	Percent Margin of Error; BEDROOMS - 1 bedroom
HOUSING	HOUSING-HC01_VC55	Estimate; BEDROOMS - 2 bedrooms
HOUSING	HOUSING-HC02_VC55	Margin of Error; BEDROOMS - 2 bedrooms
HOUSING	HOUSING-HC03_VC55	Percent; BEDROOMS - 2 bedrooms
HOUSING	HOUSING-HC04_VC55	Percent Margin of Error; BEDROOMS - 2 bedrooms
HOUSING	HOUSING-HC01_VC56	Estimate; BEDROOMS - 3 bedrooms
HOUSING	HOUSING-HC02_VC56	Margin of Error; BEDROOMS - 3 bedrooms
HOUSING	HOUSING-HC03_VC56	Percent; BEDROOMS - 3 bedrooms
HOUSING	HOUSING-HC04_VC56	Percent Margin of Error; BEDROOMS - 3 bedrooms
HOUSING	HOUSING-HC01_VC57	Estimate; BEDROOMS - 4 bedrooms
HOUSING	HOUSING-HC02_VC57	Margin of Error; BEDROOMS - 4 bedrooms
HOUSING	HOUSING-HC03_VC57	Percent; BEDROOMS - 4 bedrooms
HOUSING	HOUSING-HC04_VC57	Percent Margin of Error; BEDROOMS - 4 bedrooms
HOUSING	HOUSING-HC01_VC58	Estimate; BEDROOMS - 5 or more bedrooms
HOUSING	HOUSING-HC02_VC58	Margin of Error; BEDROOMS - 5 or more bedrooms
HOUSING	HOUSING-HC03_VC58	Percent; BEDROOMS - 5 or more bedrooms
HOUSING	HOUSING-HC04_VC58	Percent Margin of Error; BEDROOMS - 5 or more bedrooms
HOUSING	HOUSING-HC01_VC62	Estimate; HOUSING TENURE - Occupied housing units
HOUSING	HOUSING-HC02_VC62	Margin of Error; HOUSING TENURE - Occupied housing units
HOUSING	HOUSING-HC03_VC62	Percent; HOUSING TENURE - Occupied housing units
HOUSING	HOUSING-HC01_VC63	Estimate; HOUSING TENURE - Owner-occupied
HOUSING	HOUSING-HC02_VC63	Margin of Error; HOUSING TENURE - Owner-occupied
HOUSING	HOUSING-HC03_VC63	Percent; HOUSING TENURE - Owner-occupied
HOUSING	HOUSING-HC04_VC63	Percent Margin of Error; HOUSING TENURE - Owner-occupied
HOUSING	HOUSING-HC01_VC64	Estimate; HOUSING TENURE - Renter-occupied
